airline,airline ID, source airport, source airport id, destination apirport, destination airport id
3U,4608,SYX,4030,YBP,4110
3U,4608,SZX,3374,CKG,3393
3U,4608,SZX,3374,CTU,3395
3U,4608,SZX,3374,WXN,6403
3U,4608,TAO,3390,CTU,3395
3U,4608,TAO,3390,KMG,3382
3U,4608,TNA,4108,CGQ,4380
3U,4608,TNA,4108,CKG,3393
3U,4608,TNA,4108,CTU,3395
3U,4608,TNA,4108,DLC,3404
3U,4608,TNA,4108,HRB,3400
3U,4608,TNA,4108,KMG,3382
3U,4608,TNA,4108,SYX,4030
3U,4608,TNA,4108,XIY,3379
3U,4608,TPE,2276,KMG,3382
3U,4608,TSA,2275,CKG,3393
3U,4608,TSA,2275,CTU,3395
3U,4608,TSN,3368,CGQ,4380
3U,4608,TSN,3368,CKG,3393
3U,4608,TSN,3368,CTU,3395
3U,4608,TSN,3368,HGH,3386
3U,4608,TSN,3368,HRB,3400
3U,4608,TSN,3368,LHW,3378
3U,4608,TVS,8858,TYN,3369
3U,4608,TYN,3369,CKG,3393
3U,4608,TYN,3369,CTU,3395
3U,4608,TYN,3369,DAT,6344
3U,4608,TYN,3369,HGH,3386
3U,4608,TYN,3369,SHE,4144
3U,4608,TYN,3369,TVS,8858
3U,4608,URC,3399,CGO,3375
3U,4608,URC,3399,CKG,3393
3U,4608,URC,3399,CTU,3395
3U,4608,URC,3399,KHG,3397
3U,4608,URC,3399,XIY,3379
3U,4608,UYN,6368,XIY,3379
3U,4608,WNZ,6392,CSX,3371
3U,4608,WNZ,6392,CTU,3395
3U,4608,WNZ,6392,HRB,3400
3U,4608,WNZ,6392,KWE,3394
3U,4608,WNZ,6392,SYX,4030
3U,4608,WUH,3376,CKG,3393
3U,4608,WUH,3376,CTU,3395
3U,4608,WUH,3376,HRB,3400
3U,4608,WUH,3376,JJN,6386
3U,4608,WUH,3376,NNG,3373
3U,4608,WUH,3376,NTG,5475
3U,4608,WUX,6390,CKG,3393
3U,4608,WUX,6390,CTU,3395
3U,4608,WXN,6403,CTU,3395
3U,4608,WXN,6403,KMG,3382
3U,4608,WXN,6403,PEK,3364
3U,4608,WXN,6403,SZX,3374
3U,4608,XIC,3396,CTU,3395
3U,4608,XIY,3379,BHY,6351
3U,4608,XIY,3379,CKG,3393
3U,4608,XIY,3379,CTU,3395
3U,4608,XIY,3379,FOC,3385
3U,4608,XIY,3379,GXH,9311
3U,4608,XIY,3379,HRB,3400
3U,4608,XIY,3379,KMG,3382
3U,4608,XIY,3379,LXA,4097
3U,4608,XIY,3379,LYI,6385
3U,4608,XIY,3379,TNA,4108
3U,4608,XIY,3379,URC,3399
3U,4608,XIY,3379,UYN,6368
3U,4608,XIY,3379,XMN,3383
3U,4608,XIY,3379,XNN,6366
3U,4608,XIY,3379,YBP,4110
3U,4608,XMN,3383,CSX,3371
3U,4608,XMN,3383,CTU,3395
3U,4608,XMN,3383,CZX,4109
3U,4608,XMN,3383,KMG,3382
3U,4608,XMN,3383,KOW,6379
3U,4608,XMN,3383,XIY,3379
3U,4608,XNN,6366,CKG,3393
3U,4608,XNN,6366,CTU,3395
3U,4608,XNN,6366,LXA,4097
3U,4608,XNN,6366,MIG,6400
3U,4608,XNN,6366,XIY,3379
3U,4608,XNN,6366,ZHY,8043
3U,4608,XUZ,4149,CTU,3395
3U,4608,XUZ,4149,DLC,3404
3U,4608,XUZ,4149,HRB,3400
3U,4608,XUZ,4149,KMG,3382
3U,4608,XUZ,4149,KWE,3394
3U,4608,XUZ,4149,SHE,4144
3U,4608,YBP,4110,SYX,4030
3U,4608,YBP,4110,XIY,3379
3U,4608,YIH,6361,CKG,3393
3U,4608,YIH,6361,CTU,3395
3U,4608,YIH,6361,HKG,3077
3U,4608,YTY,8876,CTU,3395
3U,4608,YVR,156,SHE,4144
3U,4608,ZHA,6357,CKG,3393
3U,4608,ZHA,6357,HKG,3077
3U,4608,ZHY,8043,PEK,3364
3U,4608,ZHY,8043,XNN,6366
3U,4608,ZUH,6355,CZX,4109
3U,4608,ZUH,6355,HAK,4120
4B,20565,LAS,3877,LAX,3484
4B,20565,LAX,3484,LAS,3877
4D,442,CAI,1128,TLV,1590
4D,442,TLV,1590,CAI,1128
